Logosrc,Company,Contract_type,Last_update,Location
https://cdn-images.welcometothejungle.com/MTfoSsgCRrHplKqeDbicCCP3cSg5GWeUd2dGMMb2kE8/w:200/q:85/czM6Ly93dHRqLXBy/b2R1Y3Rpb24vdXBs/b2Fkcy9vcmdhbml6/YXRpb24vbG9nby83/NTE5LzE1MzI2OS85/YmQ4NmYzOS1lY2My/LTRjNDktOTkwMS1i/YmJlMWMwOWEyZmUu/cG5n,Virtuo,Stage,il y a 5 heures,Paris
